"Id","SalePrice"
1461,115018.284406883
1462,147651.247275027
1463,188463.640859251
1464,173616.39067456
1465,224868.383758616
1466,173616.39067456
1467,188463.640859251
1468,173616.39067456
1469,196687.564638871
1470,135726.314049827
1471,196687.564638871
1472,90632.9188747011
1473,90632.9188747011
1474,147651.247275027
1475,151238.826107983
1476,356527.258425978
1477,240501.865987969
1478,356527.258425978
1479,240501.865987969
1480,467514.041618421
1481,347418.515437979
1482,187931.363237213
1483,173616.39067456
1484,196687.564638871
1485,171970.635946197
1486,196687.564638871
1487,347418.515437979
1488,240501.865987969
1489,196687.564638871
1490,188463.640859251
1491,196687.564638871
1492,96437.1661817302
1493,155152.73175658
1494,293264.259938218
1495,293264.259938218
1496,231046.732664968
1497,196687.564638871
1498,154359.515418939
1499,154359.515418939
1500,173616.39067456
1501,173616.39067456
1502,196687.564638871
1503,287245.114909253
1504,224868.383758616
1505,231046.732664968
1506,223692.523894483
1507,223692.523894483
1508,223692.523894483
1509,173616.39067456
1510,155152.73175658
1511,155152.73175658
1512,155152.73175658
1513,127721.538440636
1514,147651.247275027
1515,147651.247275027
1516,147651.247275027
1517,155222.880575407
1518,127721.538440636
1519,231046.732664968
1520,131650.748548635
1521,155152.73175658
1522,147651.247275027
1523,127721.538440636
1524,131650.748548635
1525,131650.748548635
1526,131650.748548635
1527,131650.748548635
1528,147651.247275027
1529,155152.73175658
1530,155152.73175658
1531,118969.900330482
1532,108177.586469823
1533,129523.212342823
1534,118969.900330482
1535,179875.235690375
1536,129523.212342823
1537,60180.8938039512
1538,187931.363237213
1539,231606.275871783
1540,107257.098665536
1541,139058.464698628
1542,156204.636858925
1543,232409.52328391
1544,71601.06531198
1545,118969.900330482
1546,118969.900330482
1547,118969.900330482
1548,118969.900330482
1549,90632.9188747011
1550,156204.636858925
1551,108177.586469823
1552,156204.636858925
1553,111674.316220915
1554,85157.3495317964
1555,188463.640859251
1556,144163.192081924
1557,147651.247275027
1558,96437.1661817302
1559,147651.247275027
1560,147651.247275027
1561,147651.247275027
1562,115018.284406883
1563,135726.314049827
1564,155152.73175658
1565,147651.247275027
1566,196687.564638871
1567,96437.1661817302
1568,223692.523894483
1569,179875.235690375
1570,114144.230924186
1571,118969.900330482
1572,129523.212342823
1573,231046.732664968
1574,139058.464698628
1575,196687.564638871
1576,176223.773162562
1577,196687.564638871
1578,127721.538440636
1579,155222.880575407
1580,196687.564638871
1581,155222.880575407
1582,135726.314049827
1583,347418.515437979
1584,232409.52328391
1585,135726.314049827
1586,60180.8938039512
1587,90632.9188747011
1588,139058.464698628
1589,139058.464698628
1590,134622.235069557
1591,108177.586469823
1592,147651.247275027
1593,96437.1661817302
1594,127721.538440636
1595,127721.538440636
1596,232409.52328391
1597,184543.219838151
1598,196687.564638871
1599,224868.383758616
1600,224868.383758616
1601,60180.8938039512
1602,114144.230924186
1603,90632.9188747011
1604,287245.114909253
1605,224868.383758616
1606,147651.247275027
1607,127721.538440636
1608,196687.564638871
1609,196687.564638871
1610,144163.192081924
1611,127721.538440636
1612,155152.73175658
1613,127721.538440636
1614,134622.235069557
1615,114144.230924186
1616,90632.9188747011
1617,90632.9188747011
1618,135726.314049827
1619,115018.284406883
1620,127721.538440636
1621,147651.247275027
1622,155152.73175658
1623,287245.114909253
1624,176223.773162562
1625,115018.284406883
1626,155152.73175658
1627,188463.640859251
1628,231606.275871783
1629,171970.635946197
1630,347418.515437979
1631,240501.865987969
1632,287245.114909253
1633,171970.635946197
1634,173616.39067456
1635,173616.39067456
1636,173616.39067456
1637,184543.219838151
1638,221054.866094178
1639,173616.39067456
1640,279093.461745204
1641,223692.523894483
1642,221054.866094178
1643,224868.383758616
1644,224868.383758616
1645,188463.640859251
1646,135726.314049827
1647,151238.826107983
1648,155152.73175658
1649,135726.314049827
1650,135726.314049827
1651,135726.314049827
1652,90632.9188747011
1653,90632.9188747011
1654,155152.73175658
1655,151238.826107983
1656,147651.247275027
1657,147651.247275027
1658,155152.73175658
1659,151238.826107983
1660,131650.748548635
1661,356527.258425978
1662,356527.258425978
1663,356527.258425978
1664,467514.041618421
1665,356527.258425978
1666,287245.114909253
1667,347418.515437979
1668,356527.258425978
1669,356527.258425978
1670,356527.258425978
1671,231046.732664968
1672,467514.041618421
1673,293264.259938218
1674,240501.865987969
1675,188463.640859251
1676,188463.640859251
1677,196687.564638871
1678,467514.041618421
1679,347418.515437979
1680,356527.258425978
1681,356527.258425978
1682,287245.114909253
1683,196687.564638871
1684,171970.635946197
1685,173616.39067456
1686,171970.635946197
1687,171970.635946197
1688,196687.564638871
1689,196687.564638871
1690,171970.635946197
1691,171970.635946197
1692,231606.275871783
1693,171970.635946197
1694,188463.640859251
1695,171970.635946197
1696,279093.461745204
1697,196687.564638871
1698,347418.515437979
1699,347418.515437979
1700,232409.52328391
1701,293264.259938218
1702,240501.865987969
1703,240501.865987969
1704,287245.114909253
1705,240501.865987969
1706,285789.367673321
1707,196687.564638871
1708,196687.564638871
1709,285789.367673321
1710,224868.383758616
1711,224868.383758616
1712,240501.865987969
1713,231046.732664968
1714,231046.732664968
1715,196687.564638871
1716,154359.515418939
1717,154359.515418939
1718,127721.538440636
1719,196687.564638871
1720,287245.114909253
1721,154359.515418939
1722,131650.748548635
1723,155222.880575407
1724,196687.564638871
1725,221054.866094178
1726,176223.773162562
1727,155152.73175658
1728,196687.564638871
1729,155152.73175658
1730,127721.538440636
1731,131650.748548635
1732,135726.314049827
1733,115018.284406883
1734,131650.748548635
1735,135726.314049827
1736,115018.284406883
1737,347418.515437979
1738,196687.564638871
1739,279093.461745204
1740,184543.219838151
1741,188463.640859251
1742,173616.39067456
1743,154359.515418939
1744,287245.114909253
1745,231046.732664968
1746,347418.515437979
1747,221054.866094178
1748,184543.219838151
1749,144163.192081924
1750,188463.640859251
1751,221054.866094178
1752,115018.284406883
1753,127721.538440636
1754,232409.52328391
1755,188463.640859251
1756,135726.314049827
1757,115018.284406883
1758,155152.73175658
1759,147651.247275027
1760,155152.73175658
1761,147651.247275027
1762,176223.773162562
1763,176223.773162562
1764,131650.748548635
1765,147651.247275027
1766,155152.73175658
1767,147651.247275027
1768,135726.314049827
1769,151238.826107983
1770,135726.314049827
1771,155152.73175658
1772,147651.247275027
1773,147651.247275027
1774,127721.538440636
1775,135726.314049827
1776,131650.748548635
1777,96437.1661817302
1778,135726.314049827
1779,155152.73175658
1780,196687.564638871
1781,155152.73175658
1782,60180.8938039512
1783,139058.464698628
1784,90632.9188747011
1785,108177.586469823
1786,179875.235690375
1787,154359.515418939
1788,60180.8938039512
1789,71601.06531198
1790,60180.8938039512
1791,176223.773162562
1792,147651.247275027
1793,131650.748548635
1794,135726.314049827
1795,131650.748548635
1796,131650.748548635
1797,96437.1661817302
1798,131650.748548635
1799,135726.314049827
1800,155152.73175658
1801,127721.538440636
1802,147651.247275027
1803,127721.538440636
1804,135726.314049827
1805,131650.748548635
1806,115896.674198555
1807,111674.316220915
1808,111674.316220915
1809,115896.674198555
1810,118969.900330482
1811,115896.674198555
1812,111674.316220915
1813,118969.900330482
1814,108177.586469823
1815,60180.8938039512
1816,90632.9188747011
1817,107257.098665536
1818,156204.636858925
1819,118969.900330482
1820,114144.230924186
1821,156204.636858925
1822,118969.900330482
1823,60180.8938039512
1824,156204.636858925
1825,118969.900330482
1826,118969.900330482
1827,108177.586469823
1828,156204.636858925
1829,108177.586469823
1830,156204.636858925
1831,167849.886633811
1832,107257.098665536
1833,118969.900330482
1834,118969.900330482
1835,232409.52328391
1836,156204.636858925
1837,108177.586469823
1838,111674.316220915
1839,115018.284406883
1840,139058.464698628
1841,139058.464698628
1842,71601.06531198
1843,131650.748548635
1844,135726.314049827
1845,127721.538440636
1846,131650.748548635
1847,184543.219838151
1848,96437.1661817302
1849,139058.464698628
1850,108177.586469823
1851,118969.900330482
1852,108177.586469823
1853,134622.235069557
1854,196687.564638871
1855,147651.247275027
1856,232409.52328391
1857,127721.538440636
1858,127721.538440636
1859,127721.538440636
1860,147651.247275027
1861,127721.538440636
1862,279093.461745204
1863,279093.461745204
1864,279093.461745204
1865,285789.367673321
1866,285789.367673321
1867,240501.865987969
1868,287245.114909253
1869,196687.564638871
1870,224868.383758616
1871,240501.865987969
1872,173616.39067456
1873,196687.564638871
1874,135726.314049827
1875,196687.564638871
1876,223692.523894483
1877,196687.564638871
1878,231046.732664968
1879,155222.880575407
1880,135726.314049827
1881,231046.732664968
1882,231606.275871783
1883,196687.564638871
1884,221054.866094178
1885,287245.114909253
1886,287245.114909253
1887,196687.564638871
1888,287245.114909253
1889,173616.39067456
1890,139058.464698628
1891,114144.230924186
1892,108177.586469823
1893,139058.464698628
1894,139058.464698628
1895,179875.235690375
1896,118969.900330482
1897,147651.247275027
1898,127721.538440636
1899,173616.39067456
1900,154359.515418939
1901,188463.640859251
1902,188463.640859251
1903,221054.866094178
1904,131650.748548635
1905,173616.39067456
1906,144163.192081924
1907,223692.523894483
1908,115018.284406883
1909,155152.73175658
1910,155152.73175658
1911,184543.219838151
1912,279093.461745204
1913,118969.900330482
1914,71601.06531198
1915,287245.114909253
1916,60180.8938039512
1917,293264.259938218
1918,135726.314049827
1919,155152.73175658
1920,147651.247275027
1921,285789.367673321
1922,285789.367673321
1923,184543.219838151
1924,231046.732664968
1925,221054.866094178
1926,285789.367673321
1927,155222.880575407
1928,147651.247275027
1929,135726.314049827
1930,131650.748548635
1931,135726.314049827
1932,147651.247275027
1933,176223.773162562
1934,188463.640859251
1935,173616.39067456
1936,188463.640859251
1937,173616.39067456
1938,144163.192081924
1939,287245.114909253
1940,224868.383758616
1941,173616.39067456
1942,223692.523894483
1943,187931.363237213
1944,293264.259938218
1945,356527.258425978
1946,173616.39067456
1947,356527.258425978
1948,173616.39067456
1949,231046.732664968
1950,196687.564638871
1951,289209.075956391
1952,231046.732664968
1953,188463.640859251
1954,221054.866094178
1955,144163.192081924
1956,289209.075956391
1957,173616.39067456
1958,293264.259938218
1959,127721.538440636
1960,131650.748548635
1961,115018.284406883
1962,90632.9188747011
1963,90632.9188747011
1964,118969.900330482
1965,155152.73175658
1966,151238.826107983
1967,287245.114909253
1968,347418.515437979
1969,356527.258425978
1970,356527.258425978
1971,356527.258425978
1972,356527.258425978
1973,293264.259938218
1974,293264.259938218
1975,467514.041618421
1976,287245.114909253
1977,347418.515437979
1978,347418.515437979
1979,356527.258425978
1980,196687.564638871
1981,356527.258425978
1982,224868.383758616
1983,224868.383758616
1984,196687.564638871
1985,196687.564638871
1986,196687.564638871
1987,196687.564638871
1988,173616.39067456
1989,171970.635946197
1990,221054.866094178
1991,196687.564638871
1992,232409.52328391
1993,171970.635946197
1994,279093.461745204
1995,196687.564638871
1996,293264.259938218
1997,356527.258425978
1998,347418.515437979
1999,232409.52328391
2000,293264.259938218
2001,232409.52328391
2002,231046.732664968
2003,224868.383758616
2004,224868.383758616
2005,287245.114909253
2006,224868.383758616
2007,240501.865987969
2008,196687.564638871
2009,176223.773162562
2010,196687.564638871
2011,147651.247275027
2012,196687.564638871
2013,176223.773162562
2014,176223.773162562
2015,196687.564638871
2016,176223.773162562
2017,196687.564638871
2018,131650.748548635
2019,135726.314049827
2020,135726.314049827
2021,135726.314049827
2022,188463.640859251
2023,147651.247275027
2024,223692.523894483
2025,356527.258425978
2026,196687.564638871
2027,173616.39067456
2028,154359.515418939
2029,173616.39067456
2030,285789.367673321
2031,285789.367673321
2032,285789.367673321
2033,285789.367673321
2034,154359.515418939
2035,196687.564638871
2036,187931.363237213
2037,187931.363237213
2038,285789.367673321
2039,187931.363237213
2040,572435.493406879
2041,287245.114909253
2042,196687.564638871
2043,188463.640859251
2044,184543.219838151
2045,231046.732664968
2046,144163.192081924
2047,147651.247275027
2048,135726.314049827
2049,127721.538440636
2050,151238.826107983
2051,131650.748548635
2052,131650.748548635
2053,131650.748548635
2054,90632.9188747011
2055,155152.73175658
2056,155152.73175658
2057,131650.748548635
2058,176223.773162562
2059,155152.73175658
2060,155152.73175658
2061,176223.773162562
2062,131650.748548635
2063,115018.284406883
2064,147651.247275027
2065,131650.748548635
2066,176223.773162562
2067,176223.773162562
2068,127721.538440636
2069,71601.06531198
2070,118969.900330482
2071,114144.230924186
2072,179875.235690375
2073,131650.748548635
2074,196687.564638871
2075,155222.880575407
2076,115018.284406883
2077,155152.73175658
2078,131650.748548635
2079,147651.247275027
2080,131650.748548635
2081,147651.247275027
2082,127721.538440636
2083,147651.247275027
2084,115018.284406883
2085,131650.748548635
2086,118969.900330482
2087,118969.900330482
2088,118969.900330482
2089,90632.9188747011
2090,118969.900330482
2091,111674.316220915
2092,118969.900330482
2093,156204.636858925
2094,154359.515418939
2095,179875.235690375
2096,71601.06531198
2097,114144.230924186
2098,129523.212342823
2099,60180.8938039512
2100,139058.464698628
2101,118969.900330482
2102,154359.515418939
2103,90632.9188747011
2104,156204.636858925
2105,115896.674198555
2106,60180.8938039512
2107,279093.461745204
2108,108177.586469823
2109,108177.586469823
2110,129523.212342823
2111,151238.826107983
2112,156204.636858925
2113,118969.900330482
2114,85157.3495317964
2115,156204.636858925
2116,108177.586469823
2117,118969.900330482
2118,118969.900330482
2119,108177.586469823
2120,118969.900330482
2121,90632.9188747011
2122,118969.900330482
2123,71601.06531198
2124,232409.52328391
2125,129523.212342823
2126,107257.098665536
2127,156204.636858925
2128,118969.900330482
2129,90632.9188747011
2130,139058.464698628
2131,156204.636858925
2132,111674.316220915
2133,108177.586469823
2134,118969.900330482
2135,90632.9188747011
2136,111674.316220915
2137,131650.748548635
2138,155222.880575407
2139,155222.880575407
2140,135726.314049827
2141,135726.314049827
2142,131650.748548635
2143,131650.748548635
2144,96437.1661817302
2145,135726.314049827
2146,147651.247275027
2147,223692.523894483
2148,147651.247275027
2149,135726.314049827
2150,231046.732664968
2151,151238.826107983
2152,179875.235690375
2153,129523.212342823
2154,134622.235069557
2155,118969.900330482
2156,176223.773162562
2157,231046.732664968
2158,221054.866094178
2159,221054.866094178
2160,196687.564638871
2161,240501.865987969
2162,285789.367673321
2163,285789.367673321
2164,287245.114909253
2165,173616.39067456
2166,135726.314049827
2167,196687.564638871
2168,223692.523894483
2169,196687.564638871
2170,221054.866094178
2171,188463.640859251
2172,135726.314049827
2173,144163.192081924
2174,232409.52328391
2175,285789.367673321
2176,287245.114909253
2177,279093.461745204
2178,224868.383758616
2179,135726.314049827
2180,223692.523894483
2181,196687.564638871
2182,231046.732664968
2183,196687.564638871
2184,108177.586469823
2185,90632.9188747011
2186,129523.212342823
2187,129523.212342823
2188,118969.900330482
2189,179875.235690375
2190,85157.3495317964
2191,85157.3495317964
2192,71601.06531198
2193,90632.9188747011
2194,85157.3495317964
2195,108177.586469823
2196,118969.900330482
2197,156204.636858925
2198,151238.826107983
2199,147651.247275027
2200,173616.39067456
2201,173616.39067456
2202,187931.363237213
2203,173616.39067456
2204,223692.523894483
2205,144163.192081924
2206,131650.748548635
2207,224868.383758616
2208,221054.866094178
2209,223692.523894483
2210,135726.314049827
2211,108177.586469823
2212,90632.9188747011
2213,85157.3495317964
2214,118969.900330482
2215,114144.230924186
2216,129523.212342823
2217,60180.8938039512
2218,115896.674198555
2219,71601.06531198
2220,114144.230924186
2221,287245.114909253
2222,231046.732664968
2223,232409.52328391
2224,196687.564638871
2225,127721.538440636
2226,147651.247275027
2227,196687.564638871
2228,287245.114909253
2229,224868.383758616
2230,144163.192081924
2231,196687.564638871
2232,173616.39067456
2233,188463.640859251
2234,287245.114909253
2235,188463.640859251
2236,287245.114909253
2237,347418.515437979
2238,196687.564638871
2239,131650.748548635
2240,155152.73175658
2241,155152.73175658
2242,134622.235069557
2243,118969.900330482
2244,114144.230924186
2245,114144.230924186
2246,147651.247275027
2247,90632.9188747011
2248,135726.314049827
2249,135726.314049827
2250,155222.880575407
2251,111674.316220915
2252,147651.247275027
2253,173616.39067456
2254,184543.219838151
2255,223692.523894483
2256,196687.564638871
2257,184543.219838151
2258,196687.564638871
2259,173616.39067456
2260,131650.748548635
2261,187931.363237213
2262,187931.363237213
2263,293264.259938218
2264,467514.041618421
2265,188463.640859251
2266,356527.258425978
2267,347418.515437979
2268,356527.258425978
2269,173616.39067456
2270,196687.564638871
2271,231046.732664968
2272,221054.866094178
2273,188463.640859251
2274,188463.640859251
2275,173616.39067456
2276,151238.826107983
2277,223692.523894483
2278,147651.247275027
2279,135726.314049827
2280,155222.880575407
2281,155152.73175658
2282,155152.73175658
2283,90632.9188747011
2284,118969.900330482
2285,151238.826107983
2286,131650.748548635
2287,356527.258425978
2288,240501.865987969
2289,347418.515437979
2290,356527.258425978
2291,293264.259938218
2292,356527.258425978
2293,467514.041618421
2294,356527.258425978
2295,467514.041618421
2296,347418.515437979
2297,293264.259938218
2298,356527.258425978
2299,347418.515437979
2300,293264.259938218
2301,224868.383758616
2302,231046.732664968
2303,240501.865987969
2304,224868.383758616
2305,188463.640859251
2306,188463.640859251
2307,188463.640859251
2308,240501.865987969
2309,356527.258425978
2310,224868.383758616
2311,196687.564638871
2312,173616.39067456
2313,173616.39067456
2314,196687.564638871
2315,173616.39067456
2316,184543.219838151
2317,188463.640859251
2318,173616.39067456
2319,171970.635946197
2320,196687.564638871
2321,287245.114909253
2322,171970.635946197
2323,196687.564638871
2324,171970.635946197
2325,231046.732664968
2326,171970.635946197
2327,221054.866094178
2328,221054.866094178
2329,223692.523894483
2330,173616.39067456
2331,347418.515437979
2332,572435.493406879
2333,293264.259938218
2334,279093.461745204
2335,293264.259938218
2336,293264.259938218
2337,196687.564638871
2338,287245.114909253
2339,240501.865987969
2340,285789.367673321
2341,231046.732664968
2342,287245.114909253
2343,231046.732664968
2344,232409.52328391
2345,224868.383758616
2346,224868.383758616
2347,196687.564638871
2348,224868.383758616
2349,144163.192081924
2350,224868.383758616
2351,240501.865987969
2352,240501.865987969
2353,184543.219838151
2354,131650.748548635
2355,154359.515418939
2356,155222.880575407
2357,196687.564638871
2358,176223.773162562
2359,155152.73175658
2360,115018.284406883
2361,131650.748548635
2362,279093.461745204
2363,135726.314049827
2364,155222.880575407
2365,224868.383758616
2366,187931.363237213
2367,240501.865987969
2368,196687.564638871
2369,240501.865987969
2370,173616.39067456
2371,173616.39067456
2372,154359.515418939
2373,293264.259938218
2374,293264.259938218
2375,287245.114909253
2376,289209.075956391
2377,347418.515437979
2378,173616.39067456
2379,223692.523894483
2380,131650.748548635
2381,188463.640859251
